Subj	Num	Term	Title	Period Code	Instructor	WC	Dist	Xlist	Lang Req	NR Eligible or CT/NC
PSYC	177	Fall	Interacting Minds	ARR	Arjen Stolk	N/A	N/A	N/A	N/A	N/A
PSYC	179	Spring	Seminar in Special Topics	ARR		N/A	N/A	N/A	N/A	N/A
PSYC	179	Summer	Special Topics:Virtual Reality	ARR	Thomas Wolbers	N/A	N/A	N/A	N/A	N/A
PSYC	179	Fall	Seminar in Special Topics	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	188	Spring	Graduate Research	ARR	Kyle Smith	N/A	N/A	N/A	N/A	N/A
PSYC	188	Summer	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	188	Fall	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	188	Winter	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	288	Spring	Graduate Research	ARR	Kyle Smith	N/A	N/A	N/A	N/A	N/A
PSYC	288	Summer	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	288	Fall	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	288	Winter	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	388	Spring	Graduate Research	ARR	Kyle Smith	N/A	N/A	N/A	N/A	N/A
PSYC	388	Summer	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	388	Fall	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	388	Winter	Graduate Research	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
PSYC	700	Fall	Resp & Ethical Conduct of Res	ARR	Alireza Soltani	N/A	N/A	N/A	N/A	N/A
QBS	101	Spring	Fndn of Programming-Data Sci	OT	Christian Darabos	N/A	N/A	N/A	N/A	N/A
QBS	101	Fall	Fndn of Programming-Data Sci	OT	Christian Darabos	N/A	N/A	N/A	N/A	N/A
QBS	101	Winter	Fndn of Programming-Data Sci	OT	Christian Darabos	N/A	N/A	N/A	N/A	N/A
QBS	103	Fall	Foundations of Data Science	ARR	Carly Bobak	N/A	N/A	N/A	N/A	N/A
QBS	108	Spring	Machine Learning	OT	Saeed Hassanpour	N/A	N/A	N/A	N/A	N/A
QBS	110	Fall	Integrative Biomed Sci Seminar	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	110.5	Fall	Integrative Biomed Sci Project	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	119	Fall	Applied Biostatistics	OT	Jennifer Emond	N/A	N/A	N/A	N/A	N/A
QBS	120	Fall	Foundation of Biostatistics I	OT	Hildreth Frost	N/A	N/A	N/A	N/A	N/A
QBS	121	Winter	Foundation of Biostatistics II	OT	Todd MacKenzie	N/A	N/A	N/A	N/A	N/A
QBS	122	Spring	Stats III Modeling Complex Dat	OT	Alistair O'Malley	N/A	N/A	N/A	N/A	N/A
QBS	123	Spring	Biostatistics Consulting Lab	ARR	Todd MacKenzie, Tor Devin Tosteson	N/A	N/A	N/A	N/A	N/A
QBS	123	Fall	Biostatistics Consulting Lab	ARR	Todd MacKenzie, Tor Devin Tosteson	N/A	N/A	N/A	N/A	N/A
QBS	123	Winter	Biostatistics Consulting Lab	ARR	Todd MacKenzie	N/A	N/A	N/A	N/A	N/A
QBS	124	Spring	Adv Biomedical Data Analysis	OT	Eugene Demidenko	N/A	N/A	N/A	N/A	N/A
QBS	125	Winter	Biomedical Informatics	OT		N/A	N/A	N/A	N/A	N/A
QBS	130	Fall	Foundations of Epidemiology I	OT	Diane Gilbert-Diamond	N/A	N/A	N/A	N/A	N/A
QBS	130	Fall	Foundations of Epidemiology I	OT	Caitlin Howe	N/A	N/A	N/A	N/A	N/A
QBS	131	Winter	Foundations of Epidemiology II	2A	Megan Romano	N/A	N/A	N/A	N/A	N/A
QBS	132	Fall	Molecular Bio Mark in Hum Hlth	OT	Lucas Salas	N/A	N/A	N/A	N/A	N/A
QBS	133	Spring	Clinical Epidemiology	OT	Michael Passarelli	N/A	N/A	N/A	N/A	N/A
QBS	134	Spring	Topics in Epidemiology	OT	Judith Rees	N/A	N/A	N/A	N/A	N/A
QBS	136	Winter	Applied Epidemiological Method	OT	Anne Hoen	N/A	N/A	N/A	N/A	N/A
QBS	139	Spring	Adv Methods in Hlth Serv Res	OT	Erika Moen	N/A	N/A	N/A	N/A	N/A
QBS	140	Spring	Decision & Cost-Effect Analys	OT	Anna Tosteson, James Stahl	N/A	N/A	N/A	N/A	N/A
QBS	146	Spring	Foundation of Bioinformatics I	OT	Michael Whitfield	N/A	N/A	N/A	N/A	N/A
QBS	147	Fall	Genomics:From Data-Analysis	2A	Olga Zhaxybayeva	N/A	N/A	BIOL 147 01, EEES 147 01	N/A	N/A
QBS	177	Winter	Algorithms in Biomed Data Sci	OT	Jiang Gui	N/A	N/A	MATH 177 01	N/A	N/A
QBS	180	Winter	Data Visual & Stat Graphics	OT	Ramesh Yapalparvi	N/A	N/A	N/A	N/A	N/A
QBS	181	Fall	Data Wrangling	OT	Carly Bobak	N/A	N/A	N/A	N/A	N/A
QBS	185	Summer	QBS MS Capstone Experience	ARR	Jennifer Emond	N/A	N/A	N/A	N/A	N/A
QBS	185.5	Spring	QBS MS Capstone Prep	OT	Jennifer Emond, Rebecca Emeny, Jeremiah Brown	N/A	N/A	N/A	N/A	N/A
QBS	185.5	Winter	QBS MS Capstone Prep	OT		N/A	N/A	N/A	N/A	N/A
QBS	187	Spring	QBS PhD Student Internship	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	187	Summer	QBS PhD Student Internship	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	187	Fall	QBS PhD Student Internship	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	187	Winter	QBS PhD Student Internship	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	192	Winter	Health Informatics	OT	Inas Khayal	N/A	N/A	N/A	N/A	N/A
QBS	193	Spring	Independent Study Journal Club	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	193	Summer	Independent Study Journal Club	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	193	Fall	Independent Study Journal Club	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	193	Winter	Independent Study Journal Club	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	194	Fall	Biostat Journal Club & Seminar	OT	Pablo Martinez Camblor	N/A	N/A	N/A	N/A	N/A
QBS	195	Spring	Independent Study	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	195	Summer	Independent Study	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	195	Fall	Independent Study	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	195	Winter	Independent Study	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	196	Spring	QBS Supervised Teaching	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	196	Summer	QBS Supervised Teaching	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	196	Fall	QBS Supervised Teaching	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	196	Winter	QBS Supervised Teaching	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	197	Spring	Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	197	Summer	Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	197	Fall	Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	197	Winter	Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	198	Spring	Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	198	Summer	Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	198	Fall	Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	198	Winter	Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	199	Spring	Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	199	Summer	Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	199	Fall	Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	199	Winter	Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	270	Spring	QBS Journal Club	OT	Alfredo Tirado-Ramos, Nicholas Jacobson	N/A	N/A	N/A	N/A	N/A
QBS	270	Fall	QBS Journal Club	OT	Janet Peacock	N/A	N/A	N/A	N/A	N/A
QBS	270	Winter	QBS Journal Club	OT	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	297	Spring	Adv Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	297	Summer	Adv Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	297	Fall	Adv Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	297	Winter	Adv Grad Research in QBS I	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	298	Spring	Adv Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	298	Summer	Adv Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	298	Fall	Adv Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	298	Winter	Adv Grad Research in QBS II	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	299	Spring	Adv Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	299	Summer	Adv Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	299	Fall	Adv Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	299	Winter	Adv Grad Research in QBS III	ARR	Kristine Giffin	N/A	N/A	N/A	N/A	N/A
QBS	700	Fall	Resp & Ethical Conduct of Res	ARR	Kristine Giffin, John Brand	N/A	N/A	N/A	N/A	N/A
QSS	15	Fall	Intro to Data Analysis	9L	Peter DeWan	N/A	QDS	N/A	N/A	N/A
QSS	17	Spring	Data Visualization	2A	Yusaku Horiuchi	N/A	TLA	GOVT 016 01	N/A	N/A
QSS	17	Spring	Data Visualization	3B	Yusaku Horiuchi	N/A	TLA	GOVT 016 02	N/A	N/A
QSS	17	Spring	Data Visualization	3A	Robert Cooper	N/A	TLA	GOVT 016 03	N/A	N/A
QSS	17	Fall	Data Visualization	10A	Yusaku Horiuchi	N/A	TLA	GOVT 016 01	N/A	N/A
QSS	17	Fall	Data Visualization	2A	Robert Cooper	N/A	TLA	GOVT 016 02	N/A	N/A
QSS	17	Winter	Data Visualization	2A	Robert Cooper	N/A	TLA	GOVT 016 01	N/A	N/A
QSS	18	Winter	Intro to Game Theory	10	Michael Herron	N/A	QDS	GOVT 018 01	N/A	N/A
QSS	20	Fall	ModernStatisticalComputing	3A	Jaren Haber	N/A	TAS	N/A	N/A	N/A
QSS	20	Winter	ModernStatisticalComputing	3A	Jaren Haber	N/A	TAS	N/A	N/A	N/A
QSS	30.03	Spring	Experiments in Politics	2	Brendan Nyhan	N/A	QDS	GOVT 83.21 01	N/A	N/A
QSS	30.03	Fall	Experiments in Politics	3A	Charles Crabtree	N/A	QDS	GOVT 83.21 01	N/A	N/A
QSS	30.03	Winter	Experiments in Politics	3A	Charles Crabtree	N/A	QDS	GOVT 83.21 01	N/A	N/A
QSS	30.04	Spring	Evolutionary Game Theory	10	Olivia Chu	N/A	QDS	MATH 30.04 01	N/A	N/A
QSS	30.04	Spring	Evolutionary Game Theory	10	Feng Fu	N/A	QDS	MATH 30.04 02	N/A	N/A
QSS	30.16	Fall	Cultural Analytics	12	James Dobson	N/A	QDS	ENGL 64.05 01	N/A	N/A
QSS	30.19	Fall	Data and Bodies	2	Jacqueline Wernimont	N/A	SOC	FILM 48.03 01, WGSS 57.01 01	N/A	N/A
QSS	30.2	Winter	Polling and Public Policy	9L	Jason Barabas	W	SOC	GOVT 037 01, PBPL 044 01	N/A	N/A
QSS	30.21	Fall	Social Justice & Computing	10	Jacqueline Wernimont	N/A	SOC	FILM 48.04 01, WGSS 66.02 01	N/A	N/A
QSS	30.22	Spring	Computational CompLit	10A	Laura Chapot	N/A	INT or LIT	COLT 70.06 01	N/A	N/A
QSS	41	Spring	Analysis of Social Networks	10A	Peter DeWan	N/A	QDS	N/A	N/A	N/A
QSS	41	Fall	Analysis of Social Networks	3A	Peter DeWan	N/A	QDS	N/A	N/A	N/A
QSS	54	Fall	Quant Data & Causal Models	10	Jason Houle	N/A	QDS	SOCY 054 01	N/A	N/A
QSS	81	Fall	Major Thesis Research	6A	Michael Herron	N/A	N/A	N/A	N/A	N/A
QSS	82	Spring	Major One Quarter Project	2A	Robert Cooper	N/A	N/A	N/A	N/A	N/A
QSS	82	Winter	Major One Quarter Project	11	Peter DeWan	N/A	N/A	N/A	N/A	N/A
QSS	82	Winter	Major One Quarter Project	3A	Robert Cooper	N/A	N/A	N/A	N/A	N/A
QSS	88	Spring	IndStudy in Quant SocialSci	ARR	Elsa Voytas	N/A	N/A	N/A	N/A	N/A
QSS	88	Fall	IndStudy in Quant SocialSci	ARR	Michael Herron	N/A	N/A	N/A	N/A	N/A
QSS	88	Winter	IndStudy in Quant SocialSci	ARR	Michael Herron	N/A	N/A	N/A	N/A	N/A
RAD	1	Fall	Radiation Protection & Safety	ARR	Benjamin Williams	N/A	N/A	N/A	N/A	N/A
RAD	4	Spring	Medical Physics Practicum	ARR	David Gladstone	N/A	N/A	N/A	N/A	N/A
REL	1.01	Winter	What Matters	10A	Jeremy Sabella	N/A	TMV	N/A	N/A	NR Eligible
REL	1.05	Fall	Religion and Gender	10	Zahra Ayubi	N/A	INT or TMV	N/A	N/A	NR Eligible
REL	1.09	Spring	Religion & Drugs	10	Darryl Wilkinson	N/A	SOC	N/A	N/A	NR Eligible
REL	1.09	Winter	Religion & Drugs	2	Darryl Wilkinson	N/A	SOC	N/A	N/A	NR Eligible
REL	2.01	Winter	Religions of Southeast Asia	12	Sara Swenson	NW	TMV	ASCL 51.05 01	N/A	NR Eligible
REL	3.01	Winter	IndigenousReligionsAmericas	11	Darryl Wilkinson	CI	TMV	ANTH 50.32 01	N/A	NR Eligible
REL	4	Winter	Rel of Israel:Hebrew Bible	12	Peter Lanfer	W	TMV	JWST 004 01	N/A	NR Eligible
REL	5	Spring	Early Christianity:New Test	10A	J. Edward Wright	W	TMV	N/A	N/A	NR Eligible
REL	5	Fall	Early Christianity:New Test	11	Christopher MacEvitt	W	TMV	N/A	N/A	NR Eligible
REL	6	Fall	Introduction to Judaism	2A	Shaul Magid	W	TMV	JWST 006 01	N/A	NR Eligible
REL	7.08	Winter	Is Dartmouth a Religion?	2A	Susan Ackerman	N/A	N/A	N/A	N/A	N/A
REL	10	Winter	The Religions of China	2	Gil Raz	NW	TMV	ASCL 61.01 01	N/A	NR Eligible
REL	12	Summer	Religion in North America	2A	Randall Balmer	W	TMV	N/A	N/A	NR Eligible
REL	13	Fall	Sports, Ethics & Religion	10A	Randall Balmer	W	TMV	N/A	N/A	NR Eligible
REL	16.03	Fall	Islam in America	11	Zahra Ayubi	W	TMV	AAAS 22.50 01	N/A	NR Eligible
REL	16.04	Summer	Radical Islam: Jihadis	11	A. Kevin Reinhart	NW	TMV	MES 17.07 01	N/A	NR Eligible
REL	16.05	Spring	The Qur'an and the Prophet	2	A. Kevin Reinhart	NW	TMV	MES 17.20 01	N/A	NR Eligible
REL	18	Winter	Indian Buddhism	10	Reiko Ohnuma	NW	TMV	ASCL 51.03 01	N/A	NR Eligible
REL	19.19	Winter	Religion & Technology	2A	Jeremy Sabella	N/A	TMV	N/A	N/A	NR Eligible
REL	19.22	Spring	Gender and Judaism	6B	Rachel Greenblatt	CI	TMV	JWST 053 01, WGSS 33.03 01	N/A	NR Eligible
REL	19.32	Spring	Shinto: Festivals & Foxes	12	Emily Simpson	NW	TMV	ASCL 61.07 01	N/A	NR Eligible
REL	20.01	Spring	Study of Religion	11	A. Kevin Reinhart	N/A	TMV	N/A	N/A	N/A
REL	20.01	Fall	Study of Religion	10	Devin Singh	N/A	TMV	N/A	N/A	N/A
REL	21.01	Summer	Religion and Social Capital	10	Devin Singh	W	TMV	N/A	N/A	N/A
REL	21.02	Summer	Gods & Kings	12	Devin Singh	W	TMV	N/A	N/A	N/A
REL	21.03	Spring	REL & Rise of Capitalism	10	Devin Singh	W	TMV	N/A	N/A	N/A
REL	28.04	Spring	Gender in Islam (Remote)	10A	Zahra Ayubi	NW	TMV	MES 19.05 01, WGSS 43.06 01	N/A	N/A
REL	28.06	Spring	Medical Ethics and Islam (Remote)	2A	Zahra Ayubi	NW	TMV	N/A	N/A	N/A
REL	29.01	Summer	Religion in Modern World	2	A. Kevin Reinhart	N/A	INT or TMV	N/A	N/A	N/A
REL	31	Winter	Sex,Celibacy&Prob of Purity	11	Christopher MacEvitt	W	TMV	CLST 11.06 01, WGSS 43.02 01	N/A	N/A
REL	37	Spring	Mountains/Mummies/Messiahs	2A	Darryl Wilkinson	NW	TMV	N/A	N/A	N/A
REL	40.01	Winter	Gods, Demons & Monkeys	2	Reiko Ohnuma	NW	TMV	ASCL 51.07 01	N/A	N/A
REL	41.04	Fall	Buddhist Meditation Theory	2	Gregory Seton	NW	TMV	ASCL 61.04 01	N/A	N/A
REL	41.05	Fall	Tibetan Buddhism	10	Gregory Seton	NW	TMV	ASCL 51.04 01	N/A	N/A
REL	41.07	Spring	Buddhism Sex Gender SE Asia	10A	Sara Swenson	NW	TMV	ASCL 51.06 01	N/A	N/A
REL	43	Spring	Buddhism in America	2	Reiko Ohnuma	W	INT or TMV	N/A	N/A	N/A
REL	46	Winter	Daoism	10	Gil Raz	NW	TMV	ASCL 61.11 01	N/A	N/A
REL	57.01	Winter	The End of The World	3A	Peter Lanfer	N/A	TMV	N/A	N/A	N/A
REL	57.07	Spring	Apocalyptic Imagination	2A	J. Edward Wright	N/A	TMV	N/A	N/A	N/A
REL	59.01	Winter	Compassion: Religion & Care	3A	Sara Swenson	N/A	TMV	N/A	N/A	N/A
REL	64	Fall	Evangelicalism	2A	Randall Balmer	CI	TMV	N/A	N/A	N/A
REL	66	Spring	Women, Rlgn, Soc Chg in Afr	2A	Robert Baum	NW	SOC	AAAS 042 01, WGSS 44.03 01	N/A	N/A
REL	69	Fall	Religion and World Politics	2	Robert Baum	N/A	TMV	GOVT 20.07 01	N/A	N/A
REL	74.18	Fall	Judaism and Ecology	11	Jonathan Schorsch	W	SOC	JWST 15.02 01	N/A	N/A
REL	80.1	Spring	Messengers of God	10A	Robert Baum	N/A	TMV	N/A	N/A	N/A
REL	82	Spring	Joint Research-Rel Studies	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	82	Summer	Joint Research-Rel Studies	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	82	Fall	Joint Research-Rel Studies	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	82	Winter	Joint Research-Rel Studies	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	83	Spring	Independent Study Religion	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	83	Summer	Independent Study Religion	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	83	Fall	Independent Study Religion	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	83	Winter	Independent Study Religion	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	84	Spring	Advanced Independent Study	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	84	Summer	Advanced Independent Study	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	84	Fall	Advanced Independent Study	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	84	Winter	Advanced Independent Study	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	85.01	Winter	Senior Colloquium	10A	Christopher MacEvitt	N/A	TMV	N/A	N/A	N/A
REL	85.02	Winter	Senior Colloquium: Honors	10A	Reiko Ohnuma, Christopher MacEvitt	N/A	TMV	N/A	N/A	N/A
REL	87	Spring	Honors	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
REL	87	Fall	Honors	ARR	Reiko Ohnuma	N/A	N/A	N/A	N/A	N/A
RUSS	1	Fall	Introductory Russian	11	Alfia Rakova	N/A	N/A	N/A	N/A	N/A
RUSS	1	Fall	Introductory Russian	9L	Tatiana Filimonova	N/A	N/A	N/A	N/A	N/A
RUSS	2	Winter	Introductory Russian	11	Tatiana Filimonova	N/A	N/A	N/A	N/A	N/A
RUSS	3	Spring	Introductory Russian	11	Alfia Rakova	N/A	N/A	N/A	N/A	N/A
RUSS	7.01	Winter	Who is the Terrorist?	10A	Lynn Patyk	N/A	N/A	N/A	N/A	N/A
RUSS	13	Fall	Vampires,Witches&Firebirds	10	Mikhail Gronas	W	INT or LIT	N/A	N/A	N/A
RUSS	13	Winter	Vampires,Witches&Firebirds	10	Mikhail Gronas	W	INT or LIT	N/A	N/A	N/A
RUSS	14	Winter	Hist Russ & Eur Film	2A	Mikhail Gronas	W	ART	N/A	N/A	NR Eligible
RUSS	15	Winter	Russia and the West	11	Stuart Finkel	W	INT or SOC	HIST 92.06 01	N/A	NR Eligible
RUSS	27	Fall	Intermediate Russian I	12	Alfia Rakova	N/A	N/A	N/A	LADV	N/A
RUSS	28	Winter	Intermediate Russian II	12	Jasmina Savic	N/A	N/A	N/A	LADV	N/A
RUSS	29	Spring	Intermediate Russian III	12	Jasmina Savic	N/A	N/A	N/A	N/A	N/A
RUSS	31	Winter	19thCentury Russian Fiction	2A	Jasmina Savic	W	LIT	N/A	N/A	NR Eligible
RUSS	33	Summer	Reading Russian Today	10A	Ainsley Morse	W	LIT	N/A	N/A	N/A
RUSS	35	Fall	Dostoevsky-Problem of Evil	10A	Lynn Patyk	W	LIT	N/A	N/A	NR Eligible
RUSS	38.1	Spring	Modern Conspiracy	2	Lynn Patyk	W	INT or TMV	COLT 63.02 01	N/A	NR Eligible
RUSS	38.12	Fall	History of Attention	2A	Mikhail Gronas, Peter Tse	N/A	TMV	COCO 028 01	N/A	N/A
RUSS	38.15	Spring	Homelands & Diasporas	10A	Sergei Kan	CI	INT or SOC	ANTH 50.41 01, COCO 033 01, JWST 05.01 01	N/A	N/A
RUSS	38.17	Fall	Modern Russ & its Culture	2	Jasmina Savic	W	LIT	N/A	N/A	NR Eligible
RUSS	38.18	Spring	Taboo Russia	2	Jasmina Savic	CI	SOC	N/A	N/A	NR Eligible
RUSS	38.19	Spring	The Good Doctor	10	Lynn Patyk	W	LIT	N/A	N/A	N/A
RUSS	38.2	Fall	Poetry After War	6B	Ainsley Morse	W	INT or TMV	COLT 31.03 01	N/A	N/A
RUSS	38.21	Fall	Translation and Censorship	10A	Lada Kolomiyets	W	SOC	COLT 19.03 01	LRP	N/A
RUSS	38.22	Winter	Language Ideologies	10A	Lada Kolomiyets	W	SOC	COLT 19.04 01	LRP	N/A
RUSS	41	Fall	AdvConversation&Composition	10	Ainsley Morse	N/A	N/A	N/A	LADV	N/A
RUSS	42	Summer	Adv Russian-Hist,Press&Film	11	Alfia Rakova	N/A	N/A	N/A	N/A	N/A
RUSS	50.03	Spring	Twentieth-Century Russia	11	Stuart Finkel	W	SOC	HIST 056 01	N/A	NR Eligible
RUSS	71.01	Spring	Med Res & Creative Writ	11	Victoria Somoff	W	LIT	N/A	N/A	N/A
RUSS	85	Spring	Independent Reading	ARR	Victoria Somoff	N/A	N/A	N/A	N/A	N/A
RUSS	85	Summer	Independent Reading	ARR	Lynn Patyk	N/A	N/A	N/A	N/A	N/A
RUSS	85	Fall	Independent Reading	ARR	Lynn Patyk	N/A	N/A	N/A	N/A	N/A
RUSS	85	Winter	Independent Reading	ARR	Lynn Patyk	N/A	N/A	N/A	N/A	N/A
RUSS	87	Spring	Thesis	ARR	Victoria Somoff	N/A	N/A	N/A	N/A	N/A
SART	15	Spring	Drawing I	10A	Enrico Riley	N/A	ART	N/A	N/A	N/A
SART	15	Spring	Drawing I	2A	Karolina Kawiaka	N/A	ART	N/A	N/A	N/A
SART	15	Spring	Drawing I	3A	Karolina Kawiaka	N/A	ART	N/A	N/A	N/A
SART	15	Summer	Drawing I	10A	Soo Park	N/A	ART	N/A	N/A	N/A
SART	15	Fall	Drawing I	10A	Enrico Riley	N/A	ART	N/A	N/A	N/A
SART	15	Winter	Drawing I	10A	Enrico Riley	N/A	ART	N/A	N/A	N/A
SART	15	Winter	Drawing I	2A	John Wilson	N/A	ART	N/A	N/A	N/A
SART	15	Winter	Drawing I	2A	John Lee	N/A	ART	N/A	N/A	N/A
SART	16	Spring	Sculpture I	2A	Matthew Siegle	N/A	ART	N/A	N/A	N/A
SART	16	Summer	Sculpture I	10A	John Lee	N/A	ART	N/A	N/A	N/A
SART	16	Fall	Sculpture I	10A	William Ransom	N/A	ART	N/A	N/A	N/A
SART	16	Fall	Sculpture I	2A	John Lee	N/A	ART	N/A	N/A	N/A
SART	16	Fall	Sculpture I	10A	John Lee	N/A	ART	N/A	N/A	N/A
SART	16	Winter	Sculpture I	10A	Matthew Siegle	N/A	ART	N/A	N/A	N/A
SART	16	Winter	Sculpture I	2A	Matthew Siegle	N/A	ART	N/A	N/A	N/A
SART	17.08	Fall	Digital Drawing	2A	Karolina Kawiaka	N/A	ART	N/A	N/A	N/A
SART	17.17	Summer	Handmade Cinema	3A	Danielle Ash	N/A	ART	FILM 44.01 01	N/A	N/A
SART	17.2	Spring	Video Art	6B	Mary Flanagan	N/A	ART	FILM 48.02 01	N/A	N/A
SART	17.22	Summer	On Earth: Art The Anthrop	2A	Christina Seely	N/A	ART	N/A	N/A	N/A
SART	17.24	Fall	What is Architecture? 10/10	10A	Zenovia Toloudi	N/A	ART	N/A	N/A	N/A
SART	20	Spring	Drawing II	10A	Jennifer Caine	N/A	ART	N/A	N/A	N/A
SART	20	Summer	Drawing II	2A	Viktor Witkowski	N/A	ART	N/A	N/A	N/A
SART	20	Fall	Drawing II	2A	John Wilson	N/A	ART	N/A	N/A	N/A
SART	20	Winter	Drawing II	10A	Viktor Witkowski	N/A	ART	N/A	N/A	N/A
SART	21	Spring	Sculpture II	10A	Soo Park	N/A	ART	N/A	N/A	N/A
SART	21	Fall	Sculpture II	10A	John Lee	N/A	ART	N/A	N/A	N/A
SART	23	Summer	Figure Sculpture	2A	Soo Park	N/A	ART	N/A	N/A	N/A
SART	25	Spring	Painting I	2A	Enrico Riley	N/A	ART	N/A	N/A	N/A
SART	25	Summer	Painting I	10A	Daniele Genadry	N/A	ART	N/A	N/A	N/A
SART	25	Fall	Painting I	2A	Enrico Riley	N/A	ART	N/A	N/A	N/A
SART	25	Winter	Painting I	2A	Enrico Riley	N/A	ART	N/A	N/A	N/A
SART	25	Winter	Painting I	10A	Lucy Mink Covello	N/A	ART	N/A	N/A	N/A
SART	27	Spring	Printmaking I	2A	Tricia Treacy	N/A	ART	N/A	N/A	N/A
